CH	UCODE	JP	INIT	FINL	TONE	ORDR
蝙	U+8759	bin1	b	in	1	1000
蝙	U+8759	pin1	p	in	1	999
蝚	U+875A	jau4	j	au	4	1000
蝛	U+875B	wai1	w	ai	1	1000
蝜	U+875C	fu6	f	u	6	1000
蝝	U+875D	jyun4	j	yun	4	1000
蝞	U+875E	mei6	m	ei	6	1000
蝟	U+875F	wai6	w	ai	6	1000
蝠	U+8760	fuk1	f	uk	1	1000
蝡	U+8761	jyu4	j	yu	4	1000
蝢	U+8762	kit3	k	it	3	1000
蝣	U+8763	jau4	j	au	4	1000
蝤	U+8764	jau4	j	au	4	1000
蝤	U+8764	cau4	c	au	4	999
蝤	U+8764	zau1	z	au	1	998
蝥	U+8765	maau4	m	aau	4	1000
蝦	U+8766	haa1	h	aa	1	1000
蝦	U+8766	haa4	h	aa	4	999
蝧	U+8767	jing1	j	ing	1	1000
蝨	U+8768	sat1	s	at	1	1000
蝩	U+8769	cung4	c	ung	4	1000
蝪	U+876A	tong1	t	ong	1	1000
蝫	U+876B	zyu1	z	yu	1	1000
蝬	U+876C	zung1	z	ung	1	1000
蝭	U+876D	tai4	t	ai	4	1000
蝮	U+876E	fuk1	f	uk	1	1000
蝯	U+876F	jyun4	j	yun	4	1000
蝰	U+8770	kwai1	kw	ai	1	1000
蝰	U+8770	fui1	f	ui	1	999
蝱	U+8771	mang4	m	ang	4	1000
蝱	U+8771	mong4	m	ong	4	999
蝲	U+8772	laat6	l	aat	6	1000
蝳	U+8773	doi6	d	oi	6	1000
蝴	U+8774	wu4	w	u	4	1000
蝵	U+8775	cau1	c	au	1	1000
蝶	U+8776	dip6	d	ip	6	1000
蝶	U+8776	dip2	d	ip	2	999
蝷	U+8777	lik6	l	ik	6	1000
蝸	U+8778	wo1	w	o	1	1000
蝹	U+8779	wan1	w	an	1	1000
蝺	U+877A	geoi2	g	eoi	2	1000
蝻	U+877B	naam4	n	aam	4	1000
蝻	U+877B	laam4	l	aam	4	999
蝼	U+877C	lau4	l	au	4	1000
蝽	U+877D	ceon1	c	eon	1	1000
蝾	U+877E	wing4	w	ing	4	1000
蝿	U+877F	jing4	j	ing	4	1000
螀	U+8780	zoeng1	z	oeng	1	1000
螁	U+8781	teoi3	t	eoi	3	1000
螂	U+8782	long4	l	ong	4	1000
螂	U+8782	long2	l	ong	2	999
螃	U+8783	pong4	p	ong	4	1000
螄	U+8784	si1	s	i	1	1000
螅	U+8785	sik1	s	ik	1	1000
螆	U+8786	zi1	z	i	1	1000
螇	U+8787	hai4	h	ai	4	1000
螈	U+8788	jyun4	j	yun	4	1000
螉	U+8789	jung1	j	ung	1	1000
螊	U+878A	lim4	l	im	4	1000
螊	U+878A	ham1	h	am	1	999
螋	U+878B	sau1	s	au	1	1000
螋	U+878B	sau3	s	au	3	999
螋	U+878B	sau2	s	au	2	998
螌	U+878C	baan1	b	aan	1	1000
螌	U+878C	pun4	p	un	4	999
融	U+878D	jung4	j	ung	4	1000
螎	U+878E	jung4	j	ung	4	1000
螏	U+878F	zat6	z	at	6	1000
螐	U+8790	wu1	w	u	1	1000
螑	U+8791	jau3	j	au	3	1000
螒	U+8792	hon6	h	on	6	1000
螓	U+8793	ceon4	c	eon	4	1000
螔	U+8794	ji4	j	i	4	1000
螕	U+8795	bai1	b	ai	1	1000
螖	U+8796	waat6	w	aat	6	1000
螗	U+8797	tong4	t	ong	4	1000
螘	U+8798	ngai5	ng	ai	5	1000
螘	U+8798	ai5		ai	5	999
螙	U+8799	dou3	d	ou	3	1000
螚	U+879A	noi6	n	oi	6	1000
螚	U+879A	loi6	l	oi	6	999
螛	U+879B	hot6	h	ot	6	1000
螜	U+879C	huk6	h	uk	6	1000
螝	U+879D	gwai1	gw	ai	1	1000
螞	U+879E	maa5	m	aa	5	1000
螞	U+879E	maa6	m	aa	6	999
螞	U+879E	maa1	m	aa	1	998
螟	U+879F	ming4	m	ing	4	1000
螠	U+87A0	jik1	j	ik	1	1000
螠	U+87A0	si3	s	i	3	999
螡	U+87A1	man1	m	an	1	1000
螡	U+87A1	man4	m	an	4	999
螢	U+87A2	jing4	j	ing	4	1000
螣	U+87A3	dak6	d	ak	6	1000
螣	U+87A3	tang4	t	ang	4	999
螤	U+87A4	zung1	z	ung	1	1000
螥	U+87A5	cong1	c	ong	1	1000
螦	U+87A6	sou3	s	ou	3	1000
螧	U+87A7	kei4	k	ei	4	1000
螨	U+87A8	mun5	m	un	5	1000
螩	U+87A9	tiu4	t	iu	4	1000
螪	U+87AA	soeng1	s	oeng	1	1000
螫	U+87AB	sik1	s	ik	1	1000
螫	U+87AB	cik1	c	ik	1	999
螬	U+87AC	cou4	c	ou	4	1000
螭	U+87AD	ci1	c	i	1	1000
螮	U+87AE	dai3	d	ai	3	1000
螯	U+87AF	ngou4	ng	ou	4	1000
螯	U+87AF	ou4		ou	4	999
螰	U+87B0	luk6	l	uk	6	1000
螱	U+87B1	wai3	w	ai	3	1000
螲	U+87B2	dit6	d	it	6	1000
螲	U+87B2	zat6	z	at	6	999
螳	U+87B3	tong4	t	ong	4	1000
螴	U+87B4	can4	c	an	4	1000
螵	U+87B5	piu1	p	iu	1	1000
螶	U+87B6	keoi4	k	eoi	4	1000
螷	U+87B7	pei4	p	ei	4	1000
螸	U+87B8	jyu4	j	yu	4	1000
螹	U+87B9	zim6	z	im	6	1000
螹	U+87B9	caam4	c	aam	4	999
螺	U+87BA	lo4	l	o	4	1000
螺	U+87BA	lo2	l	o	2	999
螻	U+87BB	lau4	l	au	4	1000
螼	U+87BC	jan2	j	an	2	1000
螽	U+87BD	zung1	z	ung	1	1000
螾	U+87BE	jan5	j	an	5	1000
螿	U+87BF	zoeng1	z	oeng	1	1000
蟀	U+87C0	seot1	s	eot	1	1000
蟁	U+87C1	man1	m	an	1	1000
蟁	U+87C1	man4	m	an	4	999
蟂	U+87C2	giu1	g	iu	1	1000
蟃	U+87C3	maan6	m	aan	6	1000
蟄	U+87C4	zat6	z	at	6	1000
蟄	U+87C4	zik6	z	ik	6	999
蟄	U+87C4	zit3	z	it	3	998
蟅	U+87C5	ze3	z	e	3	1000
蟆	U+87C6	maa4	m	aa	4	1000
蟆	U+87C6	mou1	m	ou	1	999
蟇	U+87C7	maa4	m	aa	4	1000
蟇	U+87C7	mou1	m	ou	1	999
蟈	U+87C8	gwok3	gw	ok	3	1000
蟈	U+87C8	gok3	g	ok	3	999
蟉	U+87C9	lau4	l	au	4	1000
蟊	U+87CA	maau4	m	aau	4	1000
蟋	U+87CB	sik1	s	ik	1	1000
蟌	U+87CC	cung1	c	ung	1	1000
蟍	U+87CD	lei4	l	ei	4	1000
蟎	U+87CE	mun5	m	un	5	1000
蟏	U+87CF	siu1	s	iu	1	1000
蟐	U+87D0	kei4	k	ei	4	1000
蟑	U+87D1	zoeng1	z	oeng	1	1000
蟒	U+87D2	mong5	m	ong	5	1000
蟓	U+87D3	zoeng6	z	oeng	6	1000
蟔	U+87D4	mat6	m	at	6	1000
蟕	U+87D5	zai1	z	ai	1	1000
蟖	U+87D6	si1	s	i	1	1000
蟗	U+87D7	cau1	c	au	1	1000
蟘	U+87D8	dak6	d	ak	6	1000
蟘	U+87D8	dat6	d	at	6	999
蟙	U+87D9	zik1	z	ik	1	1000
蟚	U+87DA	paang4	p	aang	4	1000
蟛	U+87DB	paang4	p	aang	4	1000
蟜	U+87DC	giu2	g	iu	2	1000
蟝	U+87DD	keoi4	k	eoi	4	1000
蟝	U+87DD	keoi2	k	eoi	2	999
蟞	U+87DE	bit3	b	it	3	1000
蟟	U+87DF	liu4	l	iu	4	1000
蟠	U+87E0	pun4	p	un	4	1000
蟠	U+87E0	faan4	f	aan	4	999
蟡	U+87E1	wai1	w	ai	1	1000
蟢	U+87E2	hei2	h	ei	2	1000
蟣	U+87E3	gei2	g	ei	2	1000
蟣	U+87E3	kei4	k	ei	4	999
蟤	U+87E4	zyun1	z	yun	1	1000
蟥	U+87E5	wong4	w	ong	4	1000
蟦	U+87E6	fei4	f	ei	4	1000
蟧	U+87E7	lou4	l	ou	4	1000
蟧	U+87E7	lou2	l	ou	2	999
蟨	U+87E8	kyut3	k	yut	3	1000
蟩	U+87E9	kyut3	k	yut	3	1000
蟪	U+87EA	wai6	w	ai	6	1000
蟫	U+87EB	jam4	j	am	4	1000
蟫	U+87EB	taam4	t	aam	4	999
蟫	U+87EB	cam4	c	am	4	998
蟬	U+87EC	sim4	s	im	4	1000
蟬	U+87EC	sim2	s	im	2	999
蟬	U+87EC	sin4	s	in	4	998
蟭	U+87ED	ziu1	z	iu	1	1000
蟮	U+87EE	sin6	s	in	6	1000
蟯	U+87EF	jiu4	j	iu	4	1000
蟯	U+87EF	naau4	n	aau	4	999
蟯	U+87EF	laau4	l	aau	4	998
蟰	U+87F0	siu1	s	iu	1	1000
蟱	U+87F1	mou4	m	ou	4	1000
蟲	U+87F2	cung4	c	ung	4	1000
蟲	U+87F2	cung2	c	ung	2	999
蟳	U+87F3	cing4	c	ing	4	1000
蟴	U+87F4	si1	s	i	1	1000
蟵	U+87F5	cyu4	c	yu	4	1000
蟶	U+87F6	cing1	c	ing	1	1000
蟷	U+87F7	dong1	d	ong	1	1000
蟸	U+87F8	lai5	l	ai	5	1000
蟹	U+87F9	haai5	h	aai	5	1000
蟺	U+87FA	sin6	s	in	6	1000
蟻	U+87FB	ngai5	ng	ai	5	1000
蟻	U+87FB	ai5		ai	5	999
蟼	U+87FC	ging2	g	ing	2	1000
蟽	U+87FD	daat6	d	aat	6	1000
蟾	U+87FE	sim4	s	im	4	1000
蟿	U+87FF	kai3	k	ai	3	1000
蠀	U+8800	ci1	c	i	1	1000
蠁	U+8801	hoeng2	h	oeng	2	1000
蠂	U+8802	sip3	s	ip	3	1000
蠃	U+8803	lo2	l	o	2	1000
蠃	U+8803	lo4	l	o	4	999
蠄	U+8804	kam4	k	am	4	1000
蠅	U+8805	jing4	j	ing	4	1000
蠅	U+8805	jing1	j	ing	1	999
蠆	U+8806	caai3	c	aai	3	1000
蠇	U+8807	lai6	l	ai	6	1000
蠈	U+8808	caak3	c	aak	3	1000
蠉	U+8809	hyun1	h	yun	1	1000
蠊	U+880A	lim4	l	im	4	1000
蠋	U+880B	zuk1	z	uk	1	1000
蠌	U+880C	zaak6	z	aak	6	1000
蠍	U+880D	hit3	h	it	3	1000
蠍	U+880D	kit3	k	it	3	999
蠎	U+880E	mong5	m	ong	5	1000
蠏	U+880F	haai5	h	aai	5	1000
蠐	U+8810	cai4	c	ai	4	1000
蠑	U+8811	wing4	w	ing	4	1000
蠒	U+8812	gaan2	g	aan	2	1000
蠓	U+8813	mung5	m	ung	5	1000
蠔	U+8814	hou4	h	ou	4	1000
蠕	U+8815	jyu4	j	yu	4	1000
蠖	U+8816	wok6	w	ok	6	1000
蠗	U+8817	zok6	z	ok	6	1000
蠘	U+8818	zit6	z	it	6	1000
蠙	U+8819	pan4	p	an	4	1000
蠙	U+8819	ban1	b	an	1	999
蠚	U+881A	kok3	k	ok	3	1000
蠚	U+881A	hok3	h	ok	3	999
蠛	U+881B	mit6	m	it	6	1000
蠜	U+881C	faan4	f	aan	4	1000
蠝	U+881D	leoi5	l	eoi	5	1000
蠞	U+881E	zit6	z	it	6	1000
蠟	U+881F	laap6	l	aap	6	1000
蠠	U+8820	man5	m	an	5	1000
蠡	U+8821	lai5	l	ai	5	1000
蠡	U+8821	lai4	l	ai	4	999
蠢	U+8822	ceon2	c	eon	2	1000
蠣	U+8823	lai6	l	ai	6	1000
蠤	U+8824	cau1	c	au	1	1000
蠥	U+8825	jit6	j	it	6	1000
蠥	U+8825	jip6	j	ip	6	999
蠦	U+8826	lou4	l	ou	4	1000
蠧	U+8827	dou3	d	ou	3	1000
蠨	U+8828	siu1	s	iu	1	1000
蠩	U+8829	zyu1	z	yu	1	1000
蠪	U+882A	lung4	l	ung	4	1000
蠫	U+882B	lai5	l	ai	5	1000
蠬	U+882C	lung4	l	ung	4	1000
蠭	U+882D	fung1	f	ung	1	1000
蠮	U+882E	jit3	j	it	3	1000
蠮	U+882E	jit6	j	it	6	999
蠯	U+882F	pei4	p	ei	4	1000
蠰	U+8830	joeng6	j	oeng	6	1000
蠱	U+8831	gu2	g	u	2	1000
蠱	U+8831	gwu2	gw	u	2	999
蠲	U+8832	gyun1	g	yun	1	1000
蠳	U+8833	ang1		ang	1	1000
蠳	U+8833	ngang1	ng	ang	1	999
蠴	U+8834	syu4	s	yu	4	1000
蠵	U+8835	kwai4	kw	ai	4	1000
蠶	U+8836	caam4	c	aam	4	1000
蠶	U+8836	caam2	c	aam	2	999
蠷	U+8837	keoi4	k	eoi	4	1000
蠸	U+8838	kyun4	k	yun	4	1000
蠹	U+8839	dou3	d	ou	3	1000
蠺	U+883A	caam4	c	aam	4	1000
蠻	U+883B	maan4	m	aan	4	1000
蠼	U+883C	keoi4	k	eoi	4	1000
蠼	U+883C	fok3	f	ok	3	999
蠽	U+883D	zit3	z	it	3	1000
蠾	U+883E	zuk1	z	uk	1	1000
蠿	U+883F	zyut3	z	yut	3	1000
血	U+8840	hyut3	h	yut	3	1000
衁	U+8841	fong1	f	ong	1	1000
衂	U+8842	nuk6	n	uk	6	1000
衂	U+8842	luk6	l	uk	6	999
衃	U+8843	pui1	p	ui	1	1000
衄	U+8844	nuk6	n	uk	6	1000
衄	U+8844	luk6	l	uk	6	999
衅	U+8845	jan6	j	an	6	1000
衆	U+8846	zung3	z	ung	3	1000
衇	U+8847	mak6	m	ak	6	1000
衈	U+8848	nei6	n	ei	6	1000
衈	U+8848	lei6	l	ei	6	999
衉	U+8849	haak3	h	aak	3	1000
衊	U+884A	mit6	m	it	6	1000
衋	U+884B	sik1	s	ik	1	1000
行	U+884C	hang4	h	ang	4	1000
行	U+884C	hang2	h	ang	2	999
行	U+884C	haang4	h	aang	4	998
行	U+884C	haang2	h	aang	2	997
行	U+884C	hong4	h	ong	4	996
行	U+884C	hong2	h	ong	2	995
行	U+884C	hang6	h	ang	6	994
衍	U+884D	jin2	j	in	2	1000
衍	U+884D	hin2	h	in	2	999
衍	U+884D	jin5	j	in	5	998
衎	U+884E	hon3	h	on	3	1000
衏	U+884F	jyun2	j	yun	2	1000
衏	U+884F	jyun6	j	yun	6	999
衐	U+8850	geoi6	g	eoi	6	1000
衑	U+8851	ling4	l	ing	4	1000
衒	U+8852	jyun6	j	yun	6	1000
衒	U+8852	jyun4	j	yun	4	999
術	U+8853	seot6	s	eot	6	1000
術	U+8853	seot2	s	eot	2	999
衔	U+8854	haam4	h	aam	4	1000
衔	U+8854	ham4	h	am	4	999
衕	U+8855	dung6	d	ung	6	1000
衕	U+8855	tung4	t	ung	4	999
衖	U+8856	hong6	h	ong	6	1000
衖	U+8856	hong2	h	ong	2	999
衖	U+8856	lung6	l	ung	6	998
衖	U+8856	nung6	n	ung	6	997
街	U+8857	gaai1	g	aai	1	1000
衘	U+8858	haam4	h	aam	4	1000
衘	U+8858	ham4	h	am	4	999
衙	U+8859	ngaa4	ng	aa	4	1000
衙	U+8859	aa4		aa	4	999
衚	U+885A	wu4	w	u	4	1000
衛	U+885B	wai6	w	ai	6	1000
衜	U+885C	dou6	d	ou	6	1000
衜	U+885C	dou3	d	ou	3	999
衝	U+885D	cung1	c	ung	1	1000
衝	U+885D	cung3	c	ung	3	999
衞	U+885E	wai6	w	ai	6	1000
衟	U+885F	dou6	d	ou	6	1000
衠	U+8860	zeon1	z	eon	1	1000
衡	U+8861	hang4	h	ang	4	1000
衡	U+8861	waang4	w	aang	4	999
衢	U+8862	keoi4	k	eoi	4	1000
衣	U+8863	ji1	j	i	1	1000
衣	U+8863	ji3	j	i	3	999
衤	U+8864	ji1 zi6 bin1	1000
补	U+8865	bou2	b	ou	2	1000
衦	U+8866	gon2	g	on	2	1000
衧	U+8867	jyu1	j	yu	1	1000
表	U+8868	biu2	b	iu	2	1000
表	U+8868	biu1	b	iu	1	999
衩	U+8869	caa3	c	aa	3	1000
衩	U+8869	caa2	c	aa	2	999
衪	U+886A	ji5	j	i	5	1000
衪	U+886A	ji4	j	i	4	999
衫	U+886B	saam1	s	aam	1	1000
衬	U+886C	can3	c	an	3	1000
衭	U+886D	fu1	f	u	1	1000
衭	U+886D	fu3	f	u	3	999
衮	U+886E	gwan2	gw	an	2	1000
衯	U+886F	fan1	f	an	1	1000
衰	U+8870	seoi1	s	eoi	1	1000
衰	U+8870	ceoi1	c	eoi	1	999
衱	U+8871	gip3	g	ip	3	1000
衲	U+8872	naap6	n	aap	6	1000
衲	U+8872	laap6	l	aap	6	999
衲	U+8872	naap2	n	aap	2	998
衲	U+8872	laap2	l	aap	2	997
衳	U+8873	zung1	z	ung	1	1000
衴	U+8874	dam2	d	am	2	1000
衵	U+8875	nik1	n	ik	1	1000
衵	U+8875	lik1	l	ik	1	999
衵	U+8875	jat6	j	at	6	998
衶	U+8876	zung6	z	ung	6	1000
衷	U+8877	zung1	z	ung	1	1000
衷	U+8877	cung1	c	ung	1	999
衸	U+8878	gaai3	g	aai	3	1000
衹	U+8879	zi2	z	i	2	1000
衺	U+887A	ce4	c	e	4	1000
衻	U+887B	jim4	j	im	4	1000
衼	U+887C	zi1	z	i	1	1000
衽	U+887D	jam6	j	am	6	1000
衽	U+887D	jam5	j	am	5	999
衾	U+887E	kam1	k	am	1	1000
衿	U+887F	kam1	k	am	1	1000
衿	U+887F	gam1	g	am	1	999
袀	U+8880	gwan1	gw	an	1	1000
袁	U+8881	jyun4	j	yun	4	1000
袂	U+8882	mai6	m	ai	6	1000
袃	U+8883	caai3	c	aai	3	1000
袄	U+8884	ou2		ou	2	1000
袄	U+8884	ngou2	ng	ou	2	999
袄	U+8884	ou3		ou	3	998
袄	U+8884	ngou3	ng	ou	3	997
袅	U+8885	niu5	n	iu	5	1000
袅	U+8885	liu5	l	iu	5	999
袆	U+8886	fai1	f	ai	1	1000
袇	U+8887	jim4	j	im	4	1000
袈	U+8888	gaa1	g	aa	1	1000
袉	U+8889	to4	t	o	4	1000
袊	U+888A	ling5	l	ing	5	1000
袋	U+888B	doi6	d	oi	6	1000
袋	U+888B	doi2	d	oi	2	999
袌	U+888C	pou5	p	ou	5	1000
袌	U+888C	pou4	p	ou	4	999
袍	U+888D	pou4	p	ou	4	1000
袍	U+888D	pou2	p	ou	2	999
袎	U+888E	jau3	j	au	3	1000
袏	U+888F	zo3	z	o	3	1000
袐	U+8890	bat1	b	at	1	1000
袑	U+8891	siu6	s	iu	6	1000
袒	U+8892	taan2	t	aan	2	1000
袓	U+8893	zeoi6	z	eoi	6	1000
袔	U+8894	ho6	h	o	6	1000
袕	U+8895	jyut6	j	yut	6	1000
袖	U+8896	zau6	z	au	6	1000
袗	U+8897	zan1	z	an	1	1000
袗	U+8897	can2	c	an	2	999
袗	U+8897	zan2	z	an	2	998
袘	U+8898	ji5	j	i	5	1000
袘	U+8898	ji4	j	i	4	999
袙	U+8899	paa3	p	aa	3	1000
袚	U+889A	fat1	f	at	1	1000
袛	U+889B	dai1	d	ai	1	1000
袛	U+889B	zi1	z	i	1	999
袜	U+889C	mat6	m	at	6	1000
袜	U+889C	mat2	m	at	2	999
袜	U+889C	maat6	m	aat	6	998
袜	U+889C	mut6	m	ut	6	997
袝	U+889D	fu6	f	u	6	1000
袞	U+889E	gwan2	gw	an	2	1000
袟	U+889F	dit6	d	it	6	1000
袠	U+88A0	dit6	d	it	6	1000
袡	U+88A1	jim4	j	im	4	1000
袢	U+88A2	faan4	f	aan	4	1000
袢	U+88A2	paan3	p	aan	3	999
袣	U+88A3	ji3	j	i	3	1000
袤	U+88A4	mau6	m	au	6	1000
袥	U+88A5	tok3	t	ok	3	1000
袦	U+88A6	neot6	n	eot	6	1000
袦	U+88A6	leot6	l	eot	6	999
袧	U+88A7	kau1	k	au	1	1000
袧	U+88A7	gau1	g	au	1	999
袨	U+88A8	jyun6	j	yun	6	1000
袩	U+88A9	dim1	d	im	1	1000
袪	U+88AA	keoi1	k	eoi	1	1000
被	U+88AB	bei6	b	ei	6	1000
被	U+88AB	pei5	p	ei	5	999
被	U+88AB	pei1	p	ei	1	998
袬	U+88AC	juk6	j	uk	6	1000
袭	U+88AD	zaap6	z	aap	6	1000
袮	U+88AE	ji5	j	i	5	1000
袯	U+88AF	but6	b	ut	6	1000
袯	U+88AF	but3	b	ut	3	999
袰	U+88B0	mou5	m	ou	5	1000
袱	U+88B1	fuk6	f	uk	6	1000
袱	U+88B1	fuk2	f	uk	2	999
袲	U+88B2	ji4	j	i	4	1000
袳	U+88B3	ci2	c	i	2	1000
袴	U+88B4	fu3	f	u	3	1000
袵	U+88B5	jam6	j	am	6	1000
袵	U+88B5	jam5	j	am	5	999
袶	U+88B6	gong3	g	ong	3	1000
袷	U+88B7	gip3	g	ip	3	1000
袷	U+88B7	hap1	h	ap	1	999
袷	U+88B7	gaap3	g	aap	3	998
袸	U+88B8	zin6	z	in	6	1000
袹	U+88B9	baak3	b	aak	3	1000
袺	U+88BA	git3	g	it	3	1000
袻	U+88BB	ji4	j	i	4	1000
袼	U+88BC	gok3	g	ok	3	1000
袽	U+88BD	jyu4	j	yu	4	1000
袾	U+88BE	zyu1	z	yu	1	1000
袿	U+88BF	gwai1	gw	ai	1	1000
裀	U+88C0	jan1	j	an	1	1000
裁	U+88C1	coi4	c	oi	4	1000
裂	U+88C2	lit6	l	it	6	1000
裂	U+88C2	lit3	l	it	3	999
裃	U+88C3	lung6	l	ung	6	1000
裄	U+88C4	hang4	h	ang	4	1000
装	U+88C5	zong1	z	ong	1	1000
裆	U+88C6	dong1	d	ong	1	1000
裇	U+88C7	seot1	s	eot	1	1000
裈	U+88C8	gwan1	gw	an	1	1000
裉	U+88C9	kang3	k	ang	3	1000
裊	U+88CA	niu5	n	iu	5	1000
裊	U+88CA	liu5	l	iu	5	999
裋	U+88CB	syu6	s	yu	6	1000
裌	U+88CC	gaap3	g	aap	3	1000
裍	U+88CD	kwan2	kw	an	2	1000
裎	U+88CE	cing4	c	ing	4	1000
裏	U+88CF	leoi5	l	eoi	5	1000
裏	U+88CF	lei5	l	ei	5	999
裐	U+88D0	gyun1	g	yun	1	1000
裑	U+88D1	san1	s	an	1	1000
裒	U+88D2	pau4	p	au	4	1000
裒	U+88D2	fau4	f	au	4	999
裓	U+88D3	gat1	g	at	1	1000
裓	U+88D3	gaai1	g	aai	1	999
裔	U+88D4	jeoi6	j	eoi	6	1000
裕	U+88D5	jyu6	j	yu	6	1000
裖	U+88D6	zan3	z	an	3	1000
裗	U+88D7	lau4	l	au	4	1000
裘	U+88D8	kau4	k	au	4	1000
裙	U+88D9	kwan4	kw	an	4	1000
裙	U+88D9	kwan2	kw	an	2	999
裚	U+88DA	zai3	z	ai	3	1000
裛	U+88DB	jap1	j	ap	1	1000
補	U+88DC	bou2	b	ou	2	1000
裝	U+88DD	zong1	z	ong	1	1000
裞	U+88DE	seoi3	s	eoi	3	1000
裟	U+88DF	saa1	s	aa	1	1000
裠	U+88E0	kwan4	kw	an	4	1000
裡	U+88E1	leoi5	l	eoi	5	1000
裡	U+88E1	lei5	l	ei	5	999
裢	U+88E2	lin4	l	in	4	1000
裣	U+88E3	lim5	l	im	5	1000
裣	U+88E3	lim6	l	im	6	999
裤	U+88E4	fu3	f	u	3	1000
裥	U+88E5	gaan2	g	aan	2	1000
裥	U+88E5	gaan3	g	aan	3	999
裦	U+88E6	bou1	b	ou	1	1000
裧	U+88E7	cim1	c	im	1	1000
裧	U+88E7	sim4	s	im	4	999
裨	U+88E8	pei4	p	ei	4	1000
裨	U+88E8	bei1	b	ei	1	999
裩	U+88E9	gwan1	gw	an	1	1000
裪	U+88EA	tou4	t	ou	4	1000
裫	U+88EB	jyun3	j	yun	3	1000
裬	U+88EC	ling4	l	ing	4	1000
裭	U+88ED	ci2	c	i	2	1000
裮	U+88EE	coeng1	c	oeng	1	1000
裯	U+88EF	cau4	c	au	4	1000
裯	U+88EF	dou1	d	ou	1	999
裰	U+88F0	zyut3	z	yut	3	1000
裱	U+88F1	biu2	b	iu	2	1000
裲	U+88F2	loeng5	l	oeng	5	1000
裳	U+88F3	soeng4	s	oeng	4	1000
裴	U+88F4	pui4	p	ui	4	1000
裵	U+88F5	pui4	p	ui	4	1000
裶	U+88F6	fei1	f	ei	1	1000
裷	U+88F7	jyun1	j	yun	1	1000
裷	U+88F7	gwan2	gw	an	2	999
裸	U+88F8	lo2	l	o	2	1000
裹	U+88F9	gwo2	gw	o	2	1000
裹	U+88F9	go2	g	o	2	999
裺	U+88FA	jim2	j	im	2	1000
裻	U+88FB	duk1	d	uk	1	1000
裼	U+88FC	sik1	s	ik	1	1000
裼	U+88FC	sik3	s	ik	3	999
裼	U+88FC	tik1	t	ik	1	998
裼	U+88FC	tai3	t	ai	3	997
製	U+88FD	zai3	z	ai	3	1000
裾	U+88FE	geoi1	g	eoi	1	1000
裿	U+88FF	ji2	j	i	2	1000
褀	U+8900	gei6	g	ei	6	1000
褁	U+8901	gwo2	gw	o	2	1000
褁	U+8901	go2	g	o	2	999
褂	U+8902	gwaa3	gw	aa	3	1000
褂	U+8902	gwaa2	gw	aa	2	999
褂	U+8902	kwaa2	kw	aa	2	998
褃	U+8903	kang3	k	ang	3	1000
褄	U+8904	cai1	c	ai	1	1000
褅	U+8905	tai3	t	ai	3	1000
褆	U+8906	tai4	t	ai	4	1000
複	U+8907	fuk1	f	uk	1	1000
褈	U+8908	cung4	c	ung	4	1000
褉	U+8909	kit3	k	it	3	1000
褊	U+890A	bin2	b	in	2	1000
褋	U+890B	dip6	d	ip	6	1000
褌	U+890C	gwan1	gw	an	1	1000
褍	U+890D	dyun1	d	yun	1	1000
褎	U+890E	zau6	z	au	6	1000
褎	U+890E	jau6	j	au	6	999
褏	U+890F	zau6	z	au	6	1000
褏	U+890F	jau6	j	au	6	999
褐	U+8910	hot3	h	ot	3	1000
褑	U+8911	jyun6	j	yun	6	1000
褒	U+8912	bou1	b	ou	1	1000
褓	U+8913	bou2	b	ou	2	1000
褔	U+8914	fu3	f	u	3	1000
褕	U+8915	jyu4	j	yu	4	1000
褖	U+8916	teon3	t	eon	3	1000
褗	U+8917	jin2	j	in	2	1000
褘	U+8918	fai1	f	ai	1	1000
褙	U+8919	bui3	b	ui	3	1000
褚	U+891A	cyu5	c	yu	5	1000
褚	U+891A	cyu2	c	yu	2	999
褚	U+891A	ze2	z	e	2	998
褛	U+891B	leoi5	l	eoi	5	1000
褛	U+891B	lau5	l	au	5	999
褛	U+891B	lau1	l	au	1	998
褜	U+891C	baau1	b	aau	1	1000
褝	U+891D	daan1	d	aan	1	1000
褞	U+891E	wan2	w	an	2	1000
褟	U+891F	taap3	t	aap	3	1000
褠	U+8920	kau1	k	au	1	1000
褡	U+8921	daap3	d	aap	3	1000
褢	U+8922	waai4	w	aai	4	1000
褣	U+8923	jung4	j	ung	4	1000
褤	U+8924	jyun6	j	yun	6	1000
褥	U+8925	juk6	j	uk	6	1000
褥	U+8925	juk2	j	uk	2	999
褦	U+8926	naai6	n	aai	6	1000
褦	U+8926	laai6	l	aai	6	999
褦	U+8926	le5	l	e	5	998
褦	U+8926	nang3	n	ang	3	997
褦	U+8926	lang3	l	ang	3	996
褧	U+8927	gwing2	gw	ing	2	1000
褨	U+8928	so2	s	o	2	1000
褩	U+8929	bun1	b	un	1	1000
褪	U+892A	tan3	t	an	3	1000
褪	U+892A	teoi3	t	eoi	3	999
褫	U+892B	ci2	c	i	2	1000
褬	U+892C	song2	s	ong	2	1000
褭	U+892D	niu5	n	iu	5	1000
褭	U+892D	liu5	l	iu	5	999
褮	U+892E	ang1		ang	1	1000
褮	U+892E	ngang1	ng	ang	1	999
褯	U+892F	zik6	z	ik	6	1000
褰	U+8930	hin1	h	in	1	1000
